2408310	5	5/11/03
705931	5	5/15/03
1379640	5	5/18/03
656205	3	5/19/03
2528157	5	5/23/03
2313131	4	5/23/03
1905883	3	5/24/03
1040501	4	5/24/03
1710306	3	5/25/03
781512	3	5/25/03
1322447	4	5/25/03
1190829	3	5/25/03
1515355	5	5/25/03
38946	5	5/25/03
2196868	3	5/26/03
2219926	3	5/26/03
312937	4	5/26/03
1440291	3	5/26/03
1555531	4	5/26/03
1569593	4	5/26/03
2520398	4	5/26/03
303969	4	5/26/03
1295502	5	5/26/03
1954125	5	5/27/03
2611587	3	5/27/03
1716677	5	5/27/03
2640550	5	5/27/03
2017368	5	5/27/03
854154	5	5/27/03
2433685	5	5/27/03
1185410	3	5/27/03
183227	3	5/27/03
831272	4	5/27/03
522180	4	5/27/03
1567202	2	5/28/03
2593441	2	5/28/03
982821	3	5/28/03
442234	5	5/29/03
433661	3	5/29/03
1303306	3	5/29/03
1556093	4	5/29/03
77056	3	5/30/03
1251357	5	5/30/03
1829526	3	5/30/03
946568	5	5/30/03
2474887	4	5/30/03
2437275	4	5/30/03
1659198	4	5/30/03
2034625	3	5/30/03
391799	4	5/31/03
256465	5	5/31/03
992861	4	5/31/03
57738	4	6/1/03
2371349	3	6/1/03
1253043	3	6/1/03
2466899	4	6/1/03
936307	3	6/1/03
2027486	4	6/1/03
440220	2	6/2/03
2523690	5	6/2/03
2554750	5	6/2/03
1248335	5	6/2/03
486750	3	6/2/03
2358990	3	6/2/03
308307	3	6/2/03
411512	4	6/2/03
1979887	5	6/2/03
646323	3	6/2/03
958687	3	6/2/03
361407	2	6/3/03
1771365	4	6/3/03
403915	4	6/3/03
610014	5	6/3/03
1764736	4	6/3/03
256676	4	6/3/03
2130318	4	6/3/03
1836356	2	6/4/03
1784793	3	6/4/03
681577	3	6/4/03
2140663	4	6/4/03
1324871	3	6/4/03
636451	2	6/4/03
596995	4	6/5/03
198845	1	6/5/03
1365388	5	6/5/03
670692	5	6/5/03
1263996	4	6/5/03
921587	3	6/5/03
2304083	5	6/6/03
1754537	3	6/6/03
2472640	4	6/6/03
361114	5	6/6/03
263571	4	6/6/03
896407	4	6/7/03
2578106	3	6/7/03
565510	2	6/7/03
314418	4	6/7/03
328174	3	6/7/03
2225326	5	6/7/03
1007328	5	6/8/03
752356	4	6/9/03
1832139	5	6/9/03
2584980	4	6/9/03
835271	5	6/9/03
487574	1	6/9/03
459468	5	6/9/03
285881	4	6/10/03
1469029	5	6/10/03
1584972	4	6/10/03
2482881	5	6/10/03
1370564	4	6/10/03
1305960	5	6/10/03
2413170	3	6/11/03
2135424	2	6/11/03
1698274	4	6/11/03
1394516	3	6/11/03
2227576	3	6/11/03
1685049	4	6/11/03
1872882	5	6/12/03
450324	3	6/12/03
2464375	4	6/12/03
2019776	3	6/12/03
756838	4	6/13/03
254987	5	6/13/03
2220725	5	6/14/03
352684	4	6/14/03
96133	3	6/14/03
1086773	5	6/14/03
372791	3	6/15/03
1220628	5	6/15/03
2589029	4	6/15/03
73834	5	6/15/03
1730193	5	6/15/03
1086900	5	6/15/03
375337	4	6/16/03
612111	5	6/16/03
1058427	3	6/16/03
994370	3	6/16/03
2553056	4	6/16/03
2055806	4	6/16/03
609236	5	6/16/03
1258980	4	6/16/03
1839770	4	6/17/03
787598	4	6/17/03
775895	4	6/17/03
2320697	4	6/17/03
795890	3	6/18/03
2322584	3	6/19/03
2483371	4	6/19/03
984439	4	6/19/03
1815669	5	6/19/03
1272914	4	6/19/03
1057247	3	6/19/03
84748	3	6/19/03
225003	5	6/20/03
142492	2	6/20/03
722591	4	6/20/03
2340361	3	6/21/03
2023532	5	6/21/03
841091	2	6/22/03
95133	3	6/22/03
157814	2	6/22/03
1258385	4	6/22/03
862454	4	6/23/03
2152020	3	6/23/03
1448787	3	6/23/03
1577089	3	6/23/03
2114376	4	6/23/03
2184227	5	6/24/03
479463	1	6/24/03
406841	3	6/24/03
1567867	4	6/24/03
786821	4	6/24/03
380343	5	6/25/03
904084	5	6/25/03
2492735	5	6/25/03
1350497	3	6/26/03
2319282	3	6/26/03
2073960	5	6/26/03
750578	3	6/26/03
2373236	5	6/26/03
2248044	5	6/27/03
1602649	4	6/27/03
1197396	3	6/27/03
1412760	5	6/28/03
1393827	5	6/28/03
1437343	5	6/28/03
1066863	4	6/29/03
437978	5	6/29/03
2325270	4	6/30/03
639194	5	6/30/03
2175495	5	6/30/03
1216860	2	6/30/03
1276397	3	6/30/03
2468830	4	6/30/03
2200718	4	6/30/03
1176296	4	6/30/03
873862	3	7/1/03
1458665	5	7/2/03
1751276	5	7/2/03
1640334	5	7/2/03
424620	4	7/2/03
915924	5	7/2/03
39690	4	7/2/03
1482840	5	7/2/03
2089276	4	7/3/03
1441540	5	7/4/03
2260332	4	7/4/03
190197	5	7/4/03
2558268	3	7/4/03
614965	4	7/4/03
348503	3	7/5/03
1613809	5	7/6/03
641719	3	7/6/03
188826	3	7/6/03
851463	4	7/6/03
1833897	5	7/6/03
2483133	5	7/7/03
1600018	4	7/7/03
719725	4	7/7/03
788358	4	7/7/03
429045	4	7/7/03
879551	1	7/7/03
1188167	3	7/8/03
680089	5	7/8/03
327175	5	7/8/03
257343	5	7/8/03
2556700	3	7/8/03
1292216	4	7/9/03
1733477	5	7/9/03
1041872	5	7/9/03
707558	4	7/9/03
1537983	3	7/9/03
2468998	5	7/10/03
226175	3	7/10/03
1824444	5	7/10/03
1227322	3	7/11/03
1501048	3	7/11/03
1115451	4	7/11/03
127061	4	7/11/03
1138840	2	7/14/03
771858	4	7/14/03
2299603	4	7/15/03
1850814	5	7/15/03
926579	4	7/15/03
404531	5	7/15/03
1020730	4	7/15/03
452667	3	7/15/03
1576046	3	7/16/03
731445	5	7/17/03
2282265	4	7/17/03
2316556	2	7/17/03
2171267	5	7/18/03
2341591	5	7/20/03
48607	5	7/20/03
2450426	5	7/21/03
1828365	4	7/21/03
1883088	1	7/22/03
484792	5	7/22/03
364764	5	7/23/03
2118122	5	7/24/03
2205259	4	7/24/03
2320222	5	7/24/03
1765283	5	7/26/03
642195	5	7/26/03
243612	3	7/26/03
2412878	4	7/26/03
1045112	4	7/27/03
705758	4	7/28/03
485601	4	7/28/03
1371541	3	7/29/03
2344621	4	7/29/03
2098084	3	7/29/03
279265	5	7/29/03
922922	3	7/30/03
788703	5	7/30/03
85960	3	7/30/03
78404	4	7/30/03
1276023	5	7/31/03
1794535	5	7/31/03
1381698	5	7/31/03
1335591	4	7/31/03
542862	5	7/31/03
2432474	4	8/2/03
117060	3	8/2/03
2088784	5	8/3/03
113055	4	8/3/03
442426	4	8/4/03
2144844	4	8/5/03
306043	5	8/5/03
901720	3	8/5/03
2047888	3	8/6/03
1398211	4	8/6/03
1791615	2	8/6/03
1588201	5	8/6/03
1653165	5	8/7/03
366809	4	8/7/03
985224	5	8/8/03
1511595	4	8/8/03
151625	5	8/8/03
2053631	5	8/8/03
305344	1	8/9/03
2399189	5	8/9/03
2203809	5	8/9/03
1617382	3	8/10/03
438063	5	8/10/03
313156	4	8/11/03
82648	3	8/11/03
1560964	5	8/11/03
2024111	4	8/11/03
185495	4	8/12/03
241634	4	8/12/03
409191	5	8/12/03
1156203	1	8/13/03
1697451	5	8/13/03
1221563	3	8/14/03
1379159	5	8/15/03
1042368	4	8/16/03
2069442	5	8/16/03
300136	4	8/16/03
2253953	4	8/17/03
339645	5	8/18/03
529364	4	8/18/03
181323	5	8/19/03
1696768	4	8/19/03
634342	5	8/19/03
2640473	4	8/20/03
1838200	1	8/20/03
1167477	2	8/20/03
693653	3	8/20/03
1058639	4	8/22/03
1518071	4	8/22/03
486946	4	8/22/03
1774409	4	8/22/03
1199238	5	8/23/03
2607155	1	8/23/03
2064155	5	8/23/03
2482075	4	8/23/03
1145470	4	8/23/03
1061353	4	8/24/03
128348	3	8/24/03
446163	3	8/24/03
257685	4	8/25/03
1358544	5	8/25/03
1097099	4	8/25/03
2175278	5	8/26/03
651541	5	8/27/03
2052520	3	8/27/03
428168	1	8/28/03
1818059	2	8/28/03
2355771	4	8/28/03
1222903	3	8/28/03
2065028	5	8/30/03
249030	4	8/31/03
1842559	5	8/31/03
815788	5	8/31/03
793113	5	9/1/03
2536520	5	9/1/03
2040119	4	9/1/03
1889453	4	9/1/03
41329	4	9/2/03
1316230	4	9/2/03
79257	4	9/2/03
566325	2	9/3/03
1583994	3	9/4/03
796318	5	9/4/03
1678265	4	9/5/03
642563	2	9/5/03
1102175	2	9/6/03
1660384	5	9/6/03
2138757	3	9/7/03
751091	3	9/7/03
1111943	5	9/7/03
65621	4	9/8/03
1099722	4	9/8/03
2082182	1	9/8/03
940016	4	9/8/03
1833332	4	9/8/03
2357468	3	9/9/03
2472914	4	9/9/03
2251674	4	9/9/03
244300	4	9/9/03
502520	4	9/9/03
494624	5	9/9/03
1527679	3	9/9/03
879487	3	9/9/03
1203374	4	9/10/03
2209654	4	9/10/03
1221337	5	9/10/03
1740435	5	9/10/03
2551641	5	9/11/03
1001817	3	9/11/03
592858	5	9/11/03
1212887	2	9/13/03
1421916	4	9/13/03
297896	4	9/13/03
2095910	4	9/13/03
2452544	3	9/13/03
1513886	2	9/14/03
1505703	3	9/14/03
203738	4	9/14/03
230654	5	9/15/03
655415	5	9/16/03
2392654	5	9/16/03
95100	3	9/16/03
961995	5	9/16/03
2297199	3	9/16/03
149167	3	9/16/03
1460561	3	9/16/03
1561134	3	9/16/03
1942723	4	9/17/03
1208246	4	9/17/03
2026543	5	9/17/03
241064	5	9/17/03
752770	4	9/18/03
1238445	5	9/18/03
2592256	3	9/19/03
134162	5	9/19/03
1858522	4	9/19/03
484856	5	9/19/03
759289	2	9/19/03
1892456	2	9/19/03
968784	4	9/19/03
167956	3	9/20/03
2090861	5	9/20/03
1988192	4	9/20/03
86879	5	9/21/03
849001	5	9/21/03
455264	5	9/21/03
2255117	2	9/21/03
1291867	5	9/21/03
1566134	2	9/22/03
1555020	5	9/22/03
1738952	2	9/22/03
541176	4	9/23/03
328364	2	9/23/03
480416	5	9/23/03
174241	5	9/23/03
2564634	4	9/24/03
1653684	3	9/24/03
45837	3	9/24/03
1839779	4	9/25/03
1054564	3	9/25/03
2562675	4	9/26/03
1551751	3	9/26/03
1200425	2	9/27/03
2228989	5	9/28/03
16827	5	9/28/03
1488983	5	9/28/03
1710035	3	9/29/03
611904	4	9/30/03
843523	4	9/30/03
157290	5	9/30/03
744213	2	9/30/03
361718	5	9/30/03
1387431	5	9/30/03
575714	3	9/30/03
2138181	4	9/30/03
1201294	5	9/30/03
2436562	5	10/1/03
2022306	1	10/1/03
860643	5	10/1/03
2025577	3	10/2/03
79331	5	10/2/03
1864662	4	10/2/03
468837	4	10/3/03
1659975	4	10/3/03
1400863	4	10/3/03
2242333	3	10/3/03
2279609	4	10/3/03
1840435	4	10/4/03
150141	4	10/4/03
1595158	5	10/4/03
2205104	4	10/4/03
1645555	1	10/4/03
877574	5	10/5/03
1184975	3	10/6/03
1398256	4	10/6/03
1341033	3	10/6/03
2622076	3	10/7/03
308054	5	10/7/03
375341	4	10/7/03
1407388	3	10/8/03
787316	4	10/10/03
1336765	4	10/10/03
405283	5	10/10/03
408381	5	10/11/03
647990	3	10/11/03
1783950	5	10/11/03
1166323	3	10/11/03
291024	5	10/12/03
2263988	4	10/12/03
637580	3	10/13/03
1852891	5	10/13/03
1175857	5	10/13/03
1408435	4	10/14/03
736013	3	10/14/03
465497	5	10/15/03
242725	3	10/15/03
1229656	4	10/15/03
208255	4	10/15/03
70950	4	10/16/03
2137163	3	10/16/03
2013530	5	10/16/03
1513550	4	10/16/03
2439370	5	10/16/03
2537745	3	10/17/03
776316	3	10/17/03
2260023	1	10/17/03
2122769	5	10/18/03
531117	3	10/18/03
2224065	5	10/18/03
266185	3	10/18/03
2139777	3	10/18/03
1134816	4	10/19/03
1456962	5	10/19/03
262633	3	10/20/03
2629391	5	10/20/03
188760	5	10/20/03
957896	5	10/20/03
1658010	4	10/21/03
597416	5	10/21/03
351005	2	10/21/03
190051	5	10/21/03
1210026	5	10/21/03
2507225	5	10/22/03
1753306	3	10/22/03
1360238	5	10/22/03
2133016	3	10/23/03
2352828	5	10/24/03
628567	5	10/24/03
1736179	3	10/24/03
1834467	4	10/24/03
2618990	4	10/26/03
475474	5	10/26/03
906645	4	10/27/03
2327510	4	10/27/03
1597178	4	10/27/03
1023052	4	10/27/03
324253	5	10/27/03
2355324	2	10/28/03
2282202	3	10/28/03
2221300	3	10/28/03
2530297	2	10/28/03
1549795	2	10/28/03
528666	5	10/29/03
2234167	5	10/29/03
374741	3	10/29/03
968740	4	10/30/03
108311	5	10/30/03
1838045	5	10/31/03
36194	4	10/31/03
1422656	4	10/31/03
1474846	5	11/1/03
331545	5	11/1/03
177047	5	11/1/03
1239318	4	11/1/03
1493361	4	11/2/03
632028	4	11/3/03
1927383	5	11/3/03
633312	5	11/3/03
126681	4	11/4/03
2550506	3	11/4/03
695289	4	11/4/03
2348786	3	11/4/03
770004	4	11/4/03
2363387	3	11/4/03
1735762	5	11/4/03
751283	5	11/4/03
758694	4	11/5/03
2405583	4	11/5/03
206520	4	11/5/03
1571946	4	11/6/03
1877370	4	11/6/03
1212313	5	11/6/03
676077	2	11/6/03
2416290	4	11/6/03
2159931	2	11/7/03
2608635	3	11/7/03
1788589	4	11/7/03
942743	4	11/8/03
1739691	5	11/8/03
21251	5	11/8/03
1313400	4	11/8/03
2437854	5	11/9/03
609742	5	11/9/03
146464	5	11/9/03
385227	4	11/9/03
467325	5	11/9/03
763314	4	11/9/03
1580975	3	11/9/03
39490	3	11/10/03
1835914	4	11/10/03
1509008	5	11/10/03
705843	5	11/10/03
380808	3	11/10/03
670745	5	11/11/03
860723	5	11/11/03
1574789	5	11/11/03
270495	4	11/11/03
1516909	4	11/11/03
706440	5	11/11/03
2024808	5	11/11/03
2276510	4	11/11/03
2007189	5	11/11/03
1606673	4	11/12/03
1507327	5	11/12/03
1250919	5	11/12/03
923445	4	11/12/03
13723	5	11/12/03
1510964	4	11/13/03
1721373	4	11/13/03
1163000	5	11/13/03
391543	5	11/13/03
2070998	2	11/13/03
1734369	4	11/14/03
175887	3	11/15/03
151689	4	11/15/03
804482	3	11/15/03
1540611	4	11/15/03
1259253	4	11/15/03
94321	4	11/15/03
469003	5	11/16/03
348054	5	11/16/03
1158913	4	11/16/03
2590710	5	11/16/03
2604824	4	11/17/03
476743	3	11/17/03
218049	3	11/17/03
1378186	5	11/17/03
1839934	3	11/17/03
743894	5	11/17/03
220736	4	11/18/03
2113596	4	11/18/03
349570	5	11/18/03
72290	5	11/18/03
150473	4	11/18/03
727449	3	11/19/03
641064	4	11/19/03
330424	4	11/19/03
1505732	5	11/19/03
2594704	5	11/19/03
2622365	5	11/19/03
1025457	5	11/19/03
382676	3	11/20/03
1598142	5	11/20/03
308088	3	11/20/03
606453	5	11/20/03
1458712	4	11/20/03
1395144	5	11/20/03
613619	3	11/20/03
1373599	5	11/20/03
949442	5	11/21/03
962445	4	11/21/03
2168581	4	11/21/03
178148	4	11/22/03
1219192	4	11/22/03
701443	2	11/22/03
1748472	5	11/22/03
1947797	5	11/22/03
1066351	2	11/22/03
1309617	4	11/23/03
1172882	4	11/23/03
1132792	4	11/23/03
1797419	4	11/23/03
10733	4	11/23/03
1046839	3	11/23/03
2276483	5	11/23/03
541295	4	11/24/03
344554	4	11/24/03
1229372	3	11/24/03
1106982	3	11/24/03
672735	5	11/24/03
64491	5	11/24/03
2557296	3	11/24/03
752853	5	11/24/03
24887	5	11/24/03
948271	3	11/24/03
367706	4	11/24/03
2111857	2	11/24/03
1777876	4	11/24/03
952723	3	11/24/03
171083	1	11/24/03
969785	3	11/24/03
1125189	4	11/24/03
62087	4	11/24/03
1192830	1	11/25/03
411414	2	11/25/03
467917	5	11/25/03
1955367	4	11/25/03
2209932	4	11/25/03
2589308	5	11/25/03
2387707	4	11/25/03
290007	5	11/25/03
1191566	4	11/25/03
1190938	4	11/25/03
1669517	4	11/25/03
1450646	5	11/25/03
1072055	5	11/25/03
1986034	5	11/25/03
2398923	5	11/25/03
1135596	5	11/25/03
2161363	3	11/25/03
1974864	5	11/25/03
1505207	4	11/25/03
304245	5	11/25/03
85276	4	11/25/03
193790	5	11/25/03
722623	4	11/25/03
1505707	5	11/25/03
2176304	5	11/25/03
1619806	5	11/25/03
1676565	5	11/25/03
2278766	3	11/25/03
2607815	3	11/25/03
370222	5	11/25/03
2476009	5	11/25/03
504051	4	11/25/03
15420	2	11/25/03
1779327	2	11/25/03
749139	3	11/25/03
1995910	3	11/25/03
1429376	4	11/25/03
57633	1	11/25/03
1628607	5	11/25/03
152090	4	11/25/03
1425823	5	11/25/03
610780	3	11/25/03
319119	3	11/26/03
2087711	5	11/26/03
1817815	3	11/26/03
1590585	4	11/26/03
351405	4	11/26/03
2017538	4	11/26/03
1532336	2	11/26/03
1493697	5	11/26/03
4050	4	11/26/03
496887	2	11/26/03
1184925	3	11/26/03
960733	1	11/26/03
2417957	5	11/26/03
1644034	3	11/26/03
1789382	3	11/26/03
1517061	4	11/26/03
991783	4	11/26/03
1419521	4	11/26/03
464282	2	11/26/03
1187749	3	11/26/03
1770658	4	11/26/03
869686	5	11/26/03
764785	4	11/26/03
1777952	3	11/26/03
1392598	4	11/26/03
234141	1	11/26/03
2413651	5	11/26/03
744514	3	11/26/03
816504	4	11/26/03
1102087	4	11/26/03
771144	5	11/26/03
2221639	4	11/26/03
2181536	4	11/26/03
1374952	4	11/26/03
383915	5	11/26/03
1845415	4	11/26/03
59143	4	11/26/03
1782749	3	11/26/03
1720861	4	11/26/03
1756192	3	11/26/03
697536	4	11/26/03
