1389367	5	2/16/04
220736	5	2/19/04
2291306	2	2/19/04
2345895	5	2/20/04
1178353	5	2/24/04
1930389	5	2/27/04
2513956	4	3/3/04
1534447	5	3/6/04
1726826	3	3/13/04
1719276	5	3/15/04
664443	5	3/17/04
2439493	1	3/18/04
1387719	5	3/18/04
1080303	5	3/22/04
939436	5	3/25/04
1986209	5	3/27/04
908626	5	3/30/04
518420	5	4/1/04
2548723	5	4/2/04
2485184	5	4/2/04
2467796	5	4/5/04
2323490	5	4/6/04
2024413	4	4/8/04
418215	5	4/9/04
2437275	5	4/10/04
346394	5	4/13/04
2315383	5	4/17/04
929407	4	4/17/04
1425358	5	4/23/04
1327793	5	4/24/04
1147045	5	4/26/04
1766324	5	4/28/04
2435788	5	5/2/04
370169	5	5/2/04
2360532	5	5/2/04
2597633	5	5/3/04
2365225	1	5/4/04
770339	5	5/4/04
1196602	5	5/10/04
957716	4	5/11/04
2039412	5	5/12/04
641719	5	5/14/04
935402	5	5/14/04
2314733	5	5/14/04
561941	5	5/14/04
1692024	5	5/14/04
108311	5	5/14/04
1380424	3	5/14/04
1956586	4	5/15/04
1220375	5	5/15/04
1033629	4	5/15/04
1596074	4	5/15/04
1468574	4	5/15/04
1907195	5	5/15/04
106997	3	5/15/04
180443	3	5/15/04
403620	4	5/15/04
1424011	4	5/15/04
1511945	5	5/15/04
1864914	1	5/15/04
2619313	5	5/15/04
100712	4	5/15/04
2395970	4	5/15/04
2278766	3	5/15/04
2483219	2	5/15/04
1256365	5	5/15/04
2490948	3	5/15/04
2460374	4	5/15/04
2424328	4	5/15/04
2242413	3	5/15/04
2479320	4	5/16/04
1792263	4	5/16/04
1000527	4	5/16/04
1452487	2	5/16/04
650085	4	5/16/04
2531619	3	5/16/04
2406958	3	5/16/04
585900	4	5/16/04
865622	4	5/16/04
2161052	4	5/16/04
954412	4	5/16/04
1522923	5	5/16/04
2482881	3	5/16/04
519847	3	5/16/04
410626	4	5/16/04
1868684	5	5/16/04
48568	5	5/16/04
689638	5	5/16/04
497541	5	5/16/04
1795822	5	5/16/04
2360721	4	5/16/04
1515355	5	5/16/04
38946	4	5/16/04
1142077	4	5/16/04
186604	3	5/16/04
785314	4	5/17/04
1507905	4	5/17/04
1944516	5	5/17/04
381518	5	5/17/04
1554196	4	5/17/04
22853	4	5/17/04
730628	5	5/17/04
1370323	2	5/17/04
722394	3	5/17/04
2008854	4	5/17/04
2488357	5	5/17/04
80138	3	5/17/04
2474887	5	5/17/04
952156	4	5/17/04
2180384	3	5/17/04
1196131	5	5/17/04
203738	4	5/17/04
1754537	4	5/17/04
1720922	3	5/17/04
1637683	4	5/17/04
1995592	5	5/17/04
1117550	4	5/17/04
304855	4	5/17/04
2385206	4	5/17/04
212668	4	5/17/04
299859	2	5/17/04
2150746	2	5/17/04
1049266	5	5/17/04
1675138	5	5/17/04
1425971	3	5/17/04
36194	5	5/17/04
1552337	5	5/17/04
1925957	4	5/17/04
2412878	4	5/17/04
98676	5	5/17/04
539743	1	5/17/04
2315451	3	5/18/04
1079598	4	5/18/04
2096557	4	5/18/04
1594899	5	5/18/04
2205417	5	5/18/04
190585	5	5/18/04
1991038	4	5/18/04
1523029	4	5/18/04
2432474	5	5/18/04
636701	3	5/18/04
2264286	5	5/18/04
1343112	4	5/18/04
2263064	4	5/18/04
823520	3	5/18/04
1101454	5	5/18/04
2270699	4	5/18/04
2124138	4	5/18/04
83150	4	5/19/04
1280268	5	5/19/04
1997656	5	5/19/04
94191	5	5/19/04
2405561	2	5/19/04
88489	5	5/19/04
871020	2	5/20/04
1643984	4	5/20/04
664105	1	5/20/04
105047	4	5/20/04
2181591	4	5/20/04
1303306	4	5/20/04
1794535	5	5/20/04
752085	5	5/20/04
217736	4	5/20/04
2146666	5	5/20/04
2316974	3	5/20/04
2527951	5	5/20/04
2087728	5	5/20/04
1658467	5	5/21/04
835203	5	5/21/04
651970	5	5/21/04
600949	4	5/21/04
2220725	5	5/21/04
1509808	4	5/21/04
321455	5	5/21/04
48657	4	5/21/04
460006	2	5/21/04
626399	5	5/21/04
1108640	2	5/21/04
1531397	4	5/21/04
411053	4	5/21/04
2238187	2	5/22/04
2619972	3	5/22/04
1364702	4	5/22/04
1835914	5	5/22/04
800638	5	5/22/04
1027282	5	5/22/04
113022	5	5/22/04
323529	2	5/22/04
1089692	3	5/22/04
1565146	5	5/22/04
2164284	5	5/22/04
1326993	4	5/22/04
1681683	5	5/23/04
1002367	4	5/23/04
1928599	4	5/23/04
2096942	3	5/23/04
341649	4	5/23/04
78655	5	5/23/04
1112588	4	5/23/04
294406	3	5/23/04
522298	5	5/23/04
1543837	3	5/23/04
433941	5	5/23/04
605617	3	5/23/04
70098	2	5/23/04
288420	5	5/23/04
1242004	5	5/23/04
2411505	4	5/23/04
933855	5	5/23/04
857633	5	5/23/04
1001371	4	5/23/04
390751	5	5/23/04
1555081	5	5/23/04
2488972	3	5/24/04
1515113	4	5/24/04
1796886	2	5/24/04
1368046	5	5/24/04
121848	5	5/24/04
1552750	4	5/24/04
829575	3	5/24/04
378481	5	5/24/04
1219960	5	5/24/04
877727	5	5/24/04
1981841	3	5/24/04
1511595	5	5/24/04
1763199	3	5/24/04
1397829	4	5/24/04
575362	5	5/24/04
2563831	4	5/25/04
1410893	4	5/25/04
240816	5	5/25/04
218238	5	5/25/04
387106	3	5/25/04
226048	3	5/25/04
357570	5	5/25/04
1887749	4	5/25/04
2644945	3	5/25/04
1952674	3	5/25/04
493842	5	5/25/04
581577	5	5/25/04
2096602	2	5/25/04
442222	3	5/25/04
1288766	4	5/26/04
2315135	5	5/26/04
125569	5	5/26/04
1207170	4	5/26/04
1281401	5	5/26/04
1713267	5	5/26/04
2598480	5	5/26/04
764040	4	5/26/04
1071664	5	5/26/04
2316556	4	5/26/04
141370	5	5/26/04
196069	3	5/26/04
1599855	4	5/27/04
826184	3	5/27/04
1392518	5	5/27/04
1360042	5	5/27/04
2496479	5	5/27/04
793149	4	5/27/04
1060623	4	5/27/04
1390264	4	5/28/04
997702	3	5/28/04
774602	5	5/28/04
454635	3	5/28/04
2291170	3	5/28/04
1542042	5	5/28/04
312695	5	5/28/04
1091137	4	5/29/04
1564243	4	5/29/04
1336913	5	5/29/04
2047888	4	5/29/04
1669517	5	5/29/04
1952829	3	5/29/04
2508012	5	5/29/04
2491918	3	5/29/04
1422791	3	5/29/04
216359	5	5/29/04
1824444	5	5/29/04
1482840	2	5/29/04
2139777	4	5/29/04
531155	4	5/30/04
816549	3	5/30/04
1380857	2	5/30/04
1643138	5	5/30/04
1224819	5	5/30/04
43446	5	5/30/04
810168	3	5/30/04
1199546	3	5/30/04
782540	3	5/30/04
579596	3	5/30/04
1558683	5	5/30/04
2354764	3	5/30/04
2616835	5	5/30/04
60504	3	5/30/04
2046091	4	5/31/04
2452132	4	5/31/04
1608960	4	5/31/04
416173	2	5/31/04
2121758	5	5/31/04
1785558	4	5/31/04
1659198	4	5/31/04
1242854	4	5/31/04
1852313	5	5/31/04
737366	5	5/31/04
236699	4	5/31/04
1279924	3	5/31/04
1561134	4	5/31/04
1978576	4	6/1/04
442234	5	6/1/04
597567	4	6/1/04
2135164	2	6/1/04
781610	5	6/1/04
314635	3	6/1/04
363777	3	6/1/04
719725	5	6/1/04
1819620	4	6/1/04
1621703	4	6/1/04
2055340	5	6/1/04
1854226	1	6/1/04
1719272	5	6/1/04
450324	3	6/1/04
142492	4	6/1/04
2005264	5	6/1/04
1817522	5	6/1/04
917559	5	6/1/04
2045949	5	6/1/04
58479	3	6/1/04
1204809	4	6/1/04
1555531	4	6/1/04
32012	3	6/1/04
692048	2	6/1/04
879967	5	6/1/04
1111957	4	6/1/04
135997	5	6/1/04
1141052	5	6/1/04
57076	5	6/2/04
1749238	3	6/2/04
812922	3	6/2/04
147814	4	6/2/04
1046839	3	6/2/04
1732871	5	6/2/04
2490731	4	6/2/04
903779	3	6/3/04
2568794	3	6/3/04
110390	3	6/3/04
2591704	3	6/3/04
359322	5	6/3/04
575714	3	6/3/04
1468812	5	6/4/04
514415	5	6/4/04
1004396	3	6/4/04
1372330	3	6/4/04
2075314	5	6/4/04
595440	5	6/5/04
1797678	3	6/5/04
1606520	4	6/5/04
1271538	4	6/5/04
958634	4	6/5/04
2396765	4	6/5/04
1114342	5	6/5/04
1558608	4	6/5/04
17634	5	6/6/04
1059661	5	6/6/04
649825	4	6/6/04
1188163	2	6/6/04
1070519	4	6/6/04
2535352	5	6/6/04
522180	4	6/6/04
841162	4	6/7/04
835847	5	6/7/04
1740405	5	6/7/04
687769	5	6/7/04
1235099	5	6/7/04
1394988	4	6/7/04
1114349	2	6/7/04
957785	5	6/7/04
990155	4	6/7/04
282102	4	6/7/04
337915	5	6/7/04
2600927	2	6/7/04
1498180	1	6/7/04
2265729	4	6/7/04
642551	5	6/7/04
2634967	4	6/7/04
1033433	4	6/8/04
1885132	3	6/8/04
1167477	3	6/8/04
1696428	3	6/8/04
1219057	3	6/9/04
1313646	5	6/9/04
679760	3	6/9/04
632502	3	6/9/04
802745	4	6/9/04
576723	3	6/9/04
2207798	4	6/9/04
2552144	3	6/9/04
1921342	4	6/10/04
1836356	2	6/10/04
723240	5	6/10/04
183205	5	6/10/04
2322421	5	6/10/04
2380859	5	6/10/04
656423	5	6/10/04
2519114	5	6/11/04
2128440	5	6/11/04
1446984	3	6/11/04
2620858	3	6/11/04
471499	5	6/11/04
2621524	3	6/11/04
2148252	4	6/12/04
883159	4	6/12/04
1733925	5	6/12/04
195464	3	6/12/04
606392	5	6/13/04
281216	5	6/13/04
1828365	4	6/13/04
2451907	4	6/13/04
14042	5	6/13/04
635452	5	6/13/04
218199	3	6/13/04
317779	5	6/14/04
1711277	1	6/14/04
1252184	4	6/14/04
1366155	1	6/14/04
39771	5	6/14/04
1277779	5	6/14/04
2048970	4	6/14/04
1169575	4	6/14/04
1953294	5	6/15/04
1391523	3	6/15/04
452494	2	6/15/04
1557392	4	6/15/04
21117	2	6/15/04
538855	3	6/15/04
1128809	3	6/16/04
1623962	5	6/16/04
1800300	5	6/16/04
268526	5	6/16/04
1624339	5	6/16/04
767816	4	6/17/04
1409687	4	6/17/04
880045	4	6/17/04
1105428	5	6/17/04
338194	3	6/17/04
1138840	4	6/17/04
757982	5	6/17/04
2364842	3	6/17/04
622462	5	6/17/04
1596603	5	6/18/04
1169007	5	6/18/04
1571664	5	6/18/04
2063765	5	6/19/04
2164976	3	6/19/04
1821762	3	6/19/04
2039996	4	6/19/04
1122985	4	6/19/04
1306621	5	6/20/04
773890	3	6/20/04
1115285	5	6/21/04
2233486	5	6/21/04
2147412	4	6/21/04
1763921	5	6/21/04
2452554	4	6/21/04
2496874	4	6/21/04
84941	5	6/21/04
2346373	4	6/21/04
772337	5	6/21/04
2147605	5	6/21/04
1577868	5	6/22/04
1700286	5	6/22/04
410389	2	6/22/04
900992	4	6/22/04
2267639	5	6/22/04
209621	5	6/22/04
1360392	2	6/22/04
1755092	3	6/23/04
1651276	4	6/23/04
2604992	5	6/23/04
2479060	4	6/23/04
10374	5	6/23/04
982059	5	6/23/04
1022891	5	6/23/04
502588	5	6/23/04
2504853	5	6/23/04
227799	4	6/23/04
1079115	4	6/23/04
1785531	4	6/23/04
1455810	3	6/24/04
1037868	4	6/24/04
1397386	5	6/24/04
2341239	4	6/24/04
